INCIDENT_NUMBER,OFFENSE_DESCRIPTION,SHOOTING,OCCURRED_ON_DATE,DAY_OF_WEEK,HOUR,STREET
202018561,AUTO THEFT,0,2020-03-07 20:25:00,Saturday,20,BOW ST
202018561,AUTO THEFT,0,2020-03-07 20:25:00,Saturday,20,BOW ST
202018561,AUTO THEFT,0,2020-03-07 20:25:00,Saturday,20,BOW ST
202018560,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 20:15:00,Saturday,20,HUMBOLDT AVE
202018560,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 20:15:00,Saturday,20,HUMBOLDT AVE
202018560,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 20:15:00,Saturday,20,HUMBOLDT AVE
202018560,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 20:15:00,Saturday,20,HUMBOLDT AVE
202018560,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 20:15:00,Saturday,20,HUMBOLDT AVE
202018559,M/V ACCIDENT - OTHER,0,2020-03-07 20:18:00,Saturday,20,EVELYN ST
202018559,M/V ACCIDENT - OTHER,0,2020-03-07 20:18:00,Saturday,20,EVELYN ST
202018559,M/V ACCIDENT - OTHER,0,2020-03-07 20:18:00,Saturday,20,EVELYN ST
202018559,M/V ACCIDENT - OTHER,0,2020-03-07 20:18:00,Saturday,20,EVELYN ST
202018559,M/V ACCIDENT - OTHER,0,2020-03-07 20:18:00,Saturday,20,EVELYN ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018558,CHILD ENDANGERMENT,0,2020-03-07 19:51:00,Saturday,19,PARKER ST
202018557,VERBAL DISPUTE,0,2020-03-07 20:07:00,Saturday,20,
202018557,VERBAL DISPUTE,0,2020-03-07 20:07:00,Saturday,20,
202018557,VERBAL DISPUTE,0,2020-03-07 20:07:00,Saturday,20,
202018557,VERBAL DISPUTE,0,2020-03-07 20:07:00,Saturday,20,
202018557,VERBAL DISPUTE,0,2020-03-07 20:07:00,Saturday,20,
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018556,ASSAULT - SIMPLE,0,2020-03-07 19:49:00,Saturday,19,W BROADWAY
202018555,ROBBERY,0,2020-03-07 19:55:00,Saturday,19,WASHINGTON ST
202018555,ROBBERY,0,2020-03-07 19:55:00,Saturday,19,WASHINGTON ST
202018555,ROBBERY,0,2020-03-07 19:55:00,Saturday,19,WASHINGTON ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018554,INVESTIGATE PERSON,0,2020-03-07 19:11:00,Saturday,19,SPRAGUE ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018553,M/V - LEAVING SCENE - PERSONAL INJURY,0,2020-03-07 02:00:00,Saturday,2,NEW SUDBURY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018552,SICK ASSIST,0,2020-03-07 19:17:00,Saturday,19,BARRY ST
202018551,SICK ASSIST,0,2020-03-07 18:25:00,Saturday,18,WASHINGTON ST
202018551,SICK ASSIST,0,2020-03-07 18:25:00,Saturday,18,WASHINGTON ST
202018551,SICK ASSIST,0,2020-03-07 18:25:00,Saturday,18,WASHINGTON ST
202018551,SICK ASSIST,0,2020-03-07 18:25:00,Saturday,18,WASHINGTON ST
202018551,SICK ASSIST,0,2020-03-07 18:25:00,Saturday,18,WASHINGTON ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018549,INVESTIGATE PERSON,0,2020-03-07 19:18:00,Saturday,19,YORK ST
202018548,FRAUD - CREDIT CARD / ATM FRAUD,0,2020-03-06 05:46:00,Friday,5,HARRISON AVE
202018548,FRAUD - CREDIT CARD / ATM FRAUD,0,2020-03-06 05:46:00,Friday,5,HARRISON AVE
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018547,SICK ASSIST,0,2020-03-07 18:10:00,Saturday,18,HANOVER ST
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018546,LANDLORD - TENANT,0,2020-03-07 18:56:00,Saturday,18,BLUE HILL AVE
202018545,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-06 23:30:00,Friday,23,
202018545,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-06 23:30:00,Friday,23,
202018545,LARCENY THEFT FROM MV - NON-ACCESSORY,0,2020-03-06 23:30:00,Friday,23,
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018544,SEARCH WARRANT,0,2020-03-07 19:23:00,Saturday,19,HANCOCK ST
202018543,PROPERTY - LOST/ MISSING,0,2020-03-06 12:00:00,Friday,12,BLUE HILL AVE
202018543,PROPERTY - LOST/ MISSING,0,2020-03-06 12:00:00,Friday,12,BLUE HILL AVE
202018543,PROPERTY - LOST/ MISSING,0,2020-03-06 12:00:00,Friday,12,BLUE HILL AVE
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018542,ASSAULT - AGGRAVATED,1,2020-03-07 17:27:00,Saturday,17,
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018541,ASSAULT - SIMPLE,0,2020-03-07 18:40:00,Saturday,18,S HUNTINGTON AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018540,ASSAULT - SIMPLE,0,2020-03-07 18:43:00,Saturday,18,TALBOT AVE
202018539,AUTO THEFT,0,2020-03-04 21:30:00,Wednesday,21,WASHINGTON ST
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018538,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-07 18:46:00,Saturday,18,DORCHESTER AVE
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018537,INVESTIGATE PROPERTY,0,2020-03-07 18:56:00,Saturday,18,WASHINGTON ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018536,INVESTIGATE PERSON,0,2020-03-07 18:20:00,Saturday,18,DURHAM ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018535,VERBAL DISPUTE,0,2020-03-07 18:21:00,Saturday,18,GROVE ST
202018534,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-06 21:36:00,Friday,21,WASHINGTON ST
202018534,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-06 21:36:00,Friday,21,WASHINGTON ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018533,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,0,2020-03-07 14:50:00,Saturday,14,NEW SUDBURY ST
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018531,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,0,2020-03-07 18:06:00,Saturday,18,BLUE HILL AVE
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018530,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,0,2020-03-07 17:00:00,Saturday,17,ALBANY ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018529,INVESTIGATE PERSON,0,2020-03-07 18:31:00,Saturday,18,NORFOLK ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018479,ROBBERY,0,2020-03-06 00:30:00,Friday,0,VINE ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018527,THREATS TO DO BODILY HARM,0,2020-03-07 17:32:00,Saturday,17,ABBOT ST
202018526,LARCENY ALL OTHERS,0,2020-03-07 18:00:00,Saturday,18,BURRELL ST
202018526,LARCENY ALL OTHERS,0,2020-03-07 18:00:00,Saturday,18,BURRELL ST
202018526,LARCENY ALL OTHERS,0,2020-03-07 18:00:00,Saturday,18,BURRELL ST
202018525,INVESTIGATE PERSON,0,2020-03-07 17:59:00,Saturday,17,EASTMAN ST
202018525,INVESTIGATE PERSON,0,2020-03-07 17:59:00,Saturday,17,EASTMAN ST
202018525,INVESTIGATE PERSON,0,2020-03-07 17:59:00,Saturday,17,EASTMAN ST
202018525,INVESTIGATE PERSON,0,2020-03-07 17:59:00,Saturday,17,EASTMAN ST
202018525,INVESTIGATE PERSON,0,2020-03-07 17:59:00,Saturday,17,EASTMAN ST
202018524,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 17:48:00,Saturday,17,BRADLEE ST
202018524,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 17:48:00,Saturday,17,BRADLEE ST
202018524,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 17:48:00,Saturday,17,BRADLEE ST
202018524,M/V - LEAVING SCENE - PROPERTY DAMAGE,0,2020-03-07 17:48:00,Saturday,17,BRADLEE ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018522,LARCENY SHOPLIFTING,0,2020-03-07 18:03:00,Saturday,18,NEWBURY ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018521,VERBAL DISPUTE,0,2020-03-07 17:29:00,Saturday,17,N BEACON ST
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018520,SICK ASSIST,0,2020-03-07 17:45:00,Saturday,17,DORCHESTER AVE
202018519,ASSAULT - SIMPLE,0,2020-03-07 17:00:00,Saturday,17,WASHINGTON ST
202018519,ASSAULT - SIMPLE,0,2020-03-07 17:00:00,Saturday,17,WASHINGTON ST
202018519,ASSAULT - SIMPLE,0,2020-03-07 17:00:00,Saturday,17,WASHINGTON ST
202018519,ASSAULT - SIMPLE,0,2020-03-07 17:00:00,Saturday,17,WASHINGTON ST
202018519,ASSAULT - SIMPLE,0,2020-03-07 17:00:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018518,LARCENY SHOPLIFTING,0,2020-03-07 17:05:00,Saturday,17,WASHINGTON ST
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018517,PROPERTY - FOUND,0,2020-03-07 16:45:00,Saturday,16,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018516,AUTO THEFT,0,2020-03-07 11:00:00,Saturday,11,
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018515,THREATS TO DO BODILY HARM,0,2020-03-07 17:25:00,Saturday,17,W BROADWAY
202018514,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-06 18:45:00,Friday,18,HYDE PARK AVE
202018514,HARASSMENT/ CRIMINAL HARASSMENT,0,2020-03-06 18:45:00,Friday,18,HYDE PARK AVE
202018513,VANDALISM,0,2020-03-04 21:00:00,Wednesday,21,CIRCUIT SQ
202018513,VANDALISM,0,2020-03-04 21:00:00,Wednesday,21,CIRCUIT SQ
